source,title,company,location,contract_type,sector,experience,education,salary,description,skills_raw,url,posted_date,scraped_at
emploi_ma,Area Manager – Gamme Ville (Afrique) - Afrique,AMANYS PHARMA,Rabat-Salé-Kénitra & International,CDI,Secteur d´activité,Expérience entre 5 ans et 10 ans & Expérience > 10 ans,Bac+5 et plus,N/A,"Amanys Pharma recrute Area Manager – Gamme Ville (Afrique). Rattachement : Business Development Lead – AMEA Responsabilités clés 1. Développement stratégique & commercial : Définir et déployer la stratégie commerciale et marketing Identifier et concrétiser de nouvelles opportunités de croissance (produits, marchés, canaux). Contribuer à la stratégie d’accès au marché et au développement du portefeuille. 2. Gestion des partenaires & distribution Développer, structurer et piloter un réseau de distributeurs et partenaires locaux. Superviser les agences de promotion et assurer un suivi rigoureux des plans d’activation terrain. Négocier les accords commerciaux (pricing, incentives, exclusivité) et garantir leur exécution. 3. Performance & pilotage business Atteindre les objectifs de chiffre d’affaires, de parts de marché et de rentabilité. Suivre et analyser la performance des partenaires (sell-in / sell-out). Mettre en place des plans correctifs et d’optimisation (distribution, couverture, promotion). 4. Marketing & activation Définir, mettre en œuvre et suivre les plans marketing adaptés à chaque marché. Piloter les lancements produits en coordination avec les équipes internes. 5. Analyse & intelligence marché Analyser les tendances du marché, la concurrence et les évolutions réglementaires. Identifier les opportunités de croissance et les risques business. Construire des recommandations stratégiques basées sur les données (IMS, sell-out, pricing). 6. Coordination interne Travailler en étroite collaboration avec les équipes : Affaires réglementaires, Supply chain, Marketing « ( Finance -Assure une exécution fluide des opérations sur les différents marchés. 7. Reporting & pilotage financier Élaborer des reportings (performance, forecast, risques/opportunités). Suivre les KPIs clés : CA, marges, parts de marché, stocks, prévisions. Contribuer à la construction du budget annuel et du plan stratégique. 8. Représentation & networking Représenter Amanys Pharma auprès des partenaires, autorités de santé et KOLs. Participer aux congrès et événements professionnels. Développer un réseau solide dans l’écosystème pharmaceutique africain.",Business Development - Communication - Marketing - Négociation - Négociation Commerciale - Stratégie Commerciale - Vente,https://www.emploi.ma/offre-emploi-maroc/area-manager-gamme-ville-afrique-afrique-9301658,2026-04-19,2026-04-19T22:46:13.376017
emploi_ma,Architecte - Casablanca,EMPREINTE D'ARCHITECTE,Casablanca-Mohammedia,CDI,Secteur d´activité,Débutant < 2 ans et plus,"Bac+3, Bac+4 & Bac+5 et plus",N/A,"L’agence H+E Architecture Casablanca recrute! Nous renforçons notre équipe et recherchons des Architectes passionnés et motivés, capables d’intervenir sur toutes les phases d’un projet avec : Rigueur Autonomie Esprit d’équipe",Architecture - Formation,https://www.emploi.ma/offre-emploi-maroc/architecte-casablanca-9306253,2026-04-19,2026-04-19T22:46:22.443880
emploi_ma,Technico-Commercial en Signalétique et Impression Numérique - Casablanca,PANELCO,Casablanca-Mohammedia,CDI & CDD,Secteur d´activité,"Etudiant, jeune diplômé et plus","Bac+2, Bac+3, Bac+4 & Bac+5 et plus",N/A,Nous sommes à la recherche d'un Technico-Commercial en Signalétique et Impression Numérique. Missions Accueillir et conseiller les clients au comptoir Comprendre le besoin du client et proposer la solution adaptée Préparer les devis et bons de commande Suivre les commandes clients Coordonner avec l’atelier et le service production Répondre aux demandes par téléphone et WhatsApp Fidéliser les clients et développer les ventes Participer au développement commercial de l’entreprise,BTP - Comptabilité - Développement Commercial - Devis - Finance - Gestion - Vente,https://www.emploi.ma/offre-emploi-maroc/technico-commercial-signaletique-impression-numerique-casblanca-9309782,2026-04-19,2026-04-19T22:46:31.564934
emploi_ma,Assistante Administrative et Commerciale - Casablanca - Marrakech,DOMOCASA,Casablanca-Mohammedia & Marrakech-Safi,CDI,Secteur d´activité,Débutant < 2 ans et plus,"Bac+2, Bac+3, Bac+4 & Bac+5 et plus",5 000 - 6 000 DH,"Domocasa Domocasa est spécialisée dans l’intégration de solutions en courant faible : domotique, réseaux & Wi-Fi, téléphonie, sécurité, audiovisuel et gestion technique des bâtiments. Nous accompagnons nos clients (résidentiel et professionnel, notamment hôtellerie) avec des solutions intelligentes et sur mesure. Nous sommes à la recherche des Assistantes Administratives et Commerciales. Votre mission Véritable support de l’activité, vous intervenez à la fois sur l’administratif et le commercial, en lien direct avec la direction et les équipes. Vos responsabilités : Gestion administrative quotidienne (dossiers, classement, suivi) Rédaction de documents, courriers et comptes rendus Suivi des commandes, facturation et coordination fournisseurs Élaboration et suivi des devis et offres commerciales Suivi des prospects et clients (relances, CRM) Accueil téléphonique et traitement des demandes Support à l’équipe commerciale et participation aux actions marketing (salons, supports…)",Assistanat - CRM - Devis - Dossiers - Facturation - Gestion Administrative - POWERPOINT - Rédaction - Secrétariat - Suivi Commercial - Support - WORD,https://www.emploi.ma/offre-emploi-maroc/assistante-administrative-commerciale-casablanca-marrakech-9311307,2026-04-19,2026-04-19T22:46:41.171105
emploi_ma,"Responsable de Site Web et Growth Manager (SEO, Ads et Contenu) - Casablanca",PIXELPRESS,Casablanca-Mohammedia,CDI,Secteur d´activité,Débutant < 2 ans et plus,Bac+4 & Bac+5 et plus,N/A,"Pixelpress est une startup digitale basée à Casablanca qui conçoit, lance et fait grandir des projets web à fort potentiel.On build, on teste, on scale. Notre objectif : transformer des idées en plateformes performantes capables de générer de l’audience et du revenu. Notre mission : Créer des produits digitaux qui performent, en combinant contenu, acquisition et data pour maximiser leur croissance. Chez Pixelpress, on fonctionne comme une équipe d’entrepreneurs : chacun gère ses projets avec autonomie on teste vite, on apprend vite, on optimise en continu la performance et les résultats sont au cœur de tout Si tu aimes builder, expérimenter et voir l’impact direct de ton travail, tu es au bon endroit. En tant que Responsable de Site Web & Growth Manager, vous serez en charge de la gestion complète d’un ou plusieurs sites, avec un objectif clair : développer leur audience et leur rentabilité. Vos responsabilités incluent : Contenu & SEO Effectuer une veille active et rechercher des opportunités de contenus/offres pertinentes à mettre en avant Rédiger et publier du contenu optimisé pour le web (SEO) Identifier les opportunités de mots-clés et de trafic Améliorer le référencement naturel des sites Acquisition & Publicité Créer, lancer et optimiser des campagnes publicitaires (Meta Ads, etc.) Tester différents formats et audiences pour maximiser les performances Gérer le budget publicitaire et le ROI Social Media & Engagement Gérer les réseaux sociaux des sites Développer la communauté et créer des contenus engageants Identifier et reproduire des contenus viraux Analyse & Performance Suivre les KPI (trafic, conversion, revenus, ROI) Analyser les performances et prendre des décisions basées sur les données Mettre en place des actions pour améliorer la rentabilité Stratégie & Innovation Proposer des idées pour faire croître les sites Effectuer une veille constante en marketing digital Tester de nouvelles stratégies d’acquisition et de monétisation Vous gérez votre site comme un véritable mini business.",Communication - Communication Marketing - Journalisme - Marketing - Marketing Digital - Publicité - Référencement Naturel - Référencement SEO - SEO,https://www.emploi.ma/offre-emploi-maroc/responsable-site-web-growth-manager-seo-ads-contenu-casablanca-9311462,2026-04-19,2026-04-19T22:46:51.116102
emploi_ma,Superviseur Restauration et Shop Station-Service ADM - Oualidia,N/A,Casablanca-Mohammedia,CDI & Intérim,Secteur d´activité,Expérience entre 2 ans et 5 ans,Bac+2 & Bac+3,N/A,"Entreprise spécialisée dans la distribution des produits pétroliers, en plein développement de ses activités, recherche un Superviseur Restauration et Shop Station-Service ADM Oualidia . Vous avez en charge la supervision de toutes les activités liées au restaurant, shop et café de la Station-service. Vous êtes actif en salle, en cuisine pour encadrer les équipes et vous êtes présent en arrière boutique pour assurer la gestion de l’espace cafétéria. Vous avez également pour missions : la bonne gestion du restaurant et la réalisation des objectifs ; la qualité de l’accueil, du service et de la production ; le respect des normes et des standards ; le contrôle de la production et la gestion des stocks (inventaires avant et après exploitation, commandes auprès des fournisseurs, vérification des livraisons...) ; le respect  du  planning et des horaires  du personnel ; la propreté et l’hygiène ; la gestion des caisses : évalue les besoins en monnaie, vérifie les caisses quotidiennes, effectue les remises en banque conformément aux pratiques de l’entreprise ; le Reporting quotidien sur le fonctionnement du restaurant, Shop & Café, la contribution à l’adaptation souhaitable des services et produits avec proposition de nouvelles initiatives ou actions à mettre en œuvre.",Accueil - Cuisine - Hôtellerie - Restauration - Tourisme,https://www.emploi.ma/offre-emploi-maroc/superviseur-restauration-shop-station-service-adm-oualidia-9314822,2026-04-19,2026-04-19T22:46:59.537497
emploi_ma,Chargé d’Affaires IT / Ingénieur Avant-Vente (H/F) - Marrakech,VIGON SYSTEMS,Marrakech-Safi,CDI & CDD,Secteur d´activité,Débutant < 2 ans et plus,"Bac+2, Bac+3, Bac+4 & Bac+5 et plus",8 000 - 10 000 DH,"Nous sommes à la recherche d'un Chargé d’Affaires IT / Ingénieur Avant-Vente (H/F). En tant que Chargé d’Affaires IT / Ingénieur Avant-Vente, vous jouez un rôle central dans le développement commercial et la structuration technique des projets. Vous intervenez dès la phase de qualification du besoin jusqu’à la remise d’offres complètes, en assurant la cohérence entre les exigences client, les contraintes techniques et les objectifs de rentabilité. Vous analysez les besoins clients, proposez des architectures adaptées (réseaux, téléphonie, infrastructure) et élaborez des offres techniques et financières précises, optimisées et compétitives. Vous êtes responsable de la rapidité et de la qualité des chiffrages, en vous appuyant sur un réseau actif de fournisseurs et de distributeurs afin d’obtenir les meilleures conditions en termes de prix, disponibilité et délais. Vous assurez également un rôle de conseil auprès des clients, participez aux présentations techniques et contribuez à la transformation des opportunités en contrats signés. En interne, vous collaborez étroitement avec les équipes techniques pour garantir la faisabilité des solutions proposées et assurer une transition fluide vers les phases de déploiement. Votre mission est orientée résultat : produire des offres fiables rapidement, sécuriser les projets et contribuer directement à la croissance du chiffre d’affaires de l’entreprise.",Achats - ARUBA - Chiffrage - CISCO - FORTINET - Gestion des Fournisseurs - Négociation - Sourcing - VLAN - VOIP - WAN,https://www.emploi.ma/offre-emploi-maroc/charge-affaires-it-ingenieur-avant-vente-hf-marrakech-9316467,2026-04-19,2026-04-19T22:47:08.460011
emploi_ma,Gestionnaire de Plateforme Technique H/F - Casablanca,BUDGET LOCASOM,Casablanca-Mohammedia,CDI,Secteur d´activité,"Etudiant, jeune diplômé & Débutant < 2 ans",Bac+2,N/A,"Nous sommes à la recherche d’un (e) Gestionnaire de Plateforme Technique H/F pour rejoindre notre équipe dynamique. Vous aurez pour mission de gérer et d’optimiser notre plateforme technique, garantissant ainsi son bon fonctionnement et ses performances. Responsabilités : Effectuer un suivi du montage pneumatique des véhicules. Procéder aux relances relatives aux visites techniques des véhicules. Recevoir et traiter les appels en provenance des clients. Orienter les clients et leur fournir l’assistance nécessaire en cas de besoin. Se charger de la prise de rendez-vous avec les prestataires pour les interventions techniques sur les véhicules et établir les Bon de commande relatifs à ces dernières.",Assistance - Formation - Mécanique - Montage - Pneumatique,https://www.emploi.ma/offre-emploi-maroc/gestionnaire-plateforme-technique-hf-casablanca-9319230,2026-04-19,2026-04-19T22:47:16.593418
emploi_ma,Comptable Client - Casablanca,CRIT,Casablanca-Mohammedia,Intérim,Secteur d´activité,Expérience entre 2 ans et 5 ans,Bac+3,4 000 - 5 000 DH,"Dans le cadre d’un besoin en intérim basé à Casablanca (Ain Sebaâ), nous recrutons un Comptable Client chargé d’assurer le suivi des comptes clients et le recouvrement des créances. Le poste implique la gestion des relances clients, le contrôle des dossiers de facturation, le suivi de la balance auxiliaire et des litiges, ainsi que la comptabilisation et le suivi des effets jusqu’à échéance. Vous serez également amené à déclarer le chiffre d’affaires à l’assurance-crédit, suivre les impayés, gérer les grands comptes jusqu’à l’encaissement et coordonner avec l’ADV pour garantir une facturation régulière.",Comptabilité - Facturation - Facturation des Clients - Finance - Gestion - Recouvrement,https://www.emploi.ma/offre-emploi-maroc/comptable-client-casablanca-9319425,2026-04-19,2026-04-19T22:47:26.352333
emploi_ma,Directeur des Achats et Importations - Dubai,TANDYL,International,CDI & CDD,Secteur d´activité,Expérience entre 5 ans et 10 ans & Expérience > 10 ans,"Bac+2, Bac+3, Bac+4 & Bac+5 et plus",N/A,"We are looking for a Procurement and Import Manager. The Procurement and Import Manager is responsible for leading and overseeing the Company’s procurement and import activities across its operations, with primary responsibility from the UAE and support for business needs in African markets. The role combines strategic sourcing, supplier management, import coordination, cost optimization, and compliance oversight to ensure timely, cost-effective, and compliant procurement of goods and services.",Achats - Import - Procurement - Sourcing - Supply - Supply Chain - Supply Chain Management,https://www.emploi.ma/offre-emploi-maroc/directeur-achats-importations-dubai-9319475,2026-04-19,2026-04-19T22:47:36.157805
emploi_ma,Chargé d’Études Fluides (CVC / Plomberie) - Mohammedia,YB INGENIERIE,Agadir - Béni Mellal-Khénifra - Casablanca-Mohammedia - Dakhla -...,CDI,Secteur d´activité,Expérience entre 2 ans et 5 ans et plus,"Bac+2, Bac+3, Bac+4 - Bac+5 et plus",N/A,"Nous sommes à la recherche d'un Chargé d’Études Fluides (CVC / Plomberie). Rattaché(e) au responsable d’études, vous intervenez sur des projets de logements, tertiaires et équipements publics. À ce titre, vos principales missions sont : Réalisation des études d’exécution CVC et plomberie Élaboration des plans (AutoCAD / REVIT) Réalisation des notes de calcul (dimensionnement réseaux, pertes de charge, etc.) Participation à la synthèse technique et coordination avec les autres lots Analyse des dossiers techniques (CCTP, plans, DCE) Participation au chiffrage et à l’optimisation des solutions techniques Mise à jour des plans et documents suite aux retours chantier",AUTOCAD - Chiffrage - Dimensionnement - Génie Climatique - Plomberie - REVIT,https://www.emploi.ma/offre-emploi-maroc/charge-etudes-fluides-cvc-plomberie-mohammedia-9324841,2026-04-19,2026-04-19T22:47:45.303961
emploi_ma,Peintre Polyvalent - Casablanca,TECTRA CASA TERTIAIRE – RECRUTEMENT,Casablanca-Mohammedia,Intérim,Secteur d´activité,Débutant < 2 ans et plus,"Bac, Bac+1, Bac+2, Bac+3, Bac+4 & Bac+5 et plus",N/A,"Pour l’un de ses clients, dans secteur de Restauration, TECTRA recherche un Peintre Polyvalent , à Casablanca. Missions Principales : Réaliser les travaux de peinture (préparation des surfaces, application, finitions) Effectuer des travaux d’électricité de base Réaliser des travaux de carrelage et petites réparations Assurer l’entretien et la rénovation des locaux",Maintenance - Production - Qualité,https://www.emploi.ma/offre-emploi-maroc/peintre-polyvalent-casablanca-9317695,2026-04-18,2026-04-19T22:47:54.711057
emploi_ma,Commercial(e) Senior - Casablanca,CALLIOPE,Casablanca-Mohammedia,CDI,Secteur d´activité,Expérience entre 2 ans et 5 ans et plus,Bac+5 et plus,N/A,"Dans le cadre de notre développement, nous recrutons un(e) Commercial(e) Senior dynamique et expérimenté(e). Rattaché(e) à la Direction commerciale, vous serez amené(e) à : Contribuer à la mise en œuvre d'une stratégie commerciale en cohérence avec les orientations de la Direction Générale. Développer l'activité commerciale et le portefeuille clients tout en atteignant les objectifs mensuels et annuels fixés. Analyser le marché publicitaire et les tendances du secteur pour anticiper les besoins des partenaires.",Négociation - Stratégie Commerciale - Vente,https://www.emploi.ma/offre-emploi-maroc/commerciale-senior-casablanca-9318799,2026-04-18,2026-04-19T22:48:03.509611
emploi_ma,Assistant(e) Ressources Humaines - Casablanca Sidi Maarouf,DEKRA SERVICES,Casablanca-Mohammedia,CDD,Secteur d´activité,Débutant < 2 ans & Expérience entre 2 ans et 5 ans,Bac+5 et plus,N/A,"Notre client, opérateur international dans le domaine des télécommunications et leader mondial de son secteur, recherche un(e) Assistant(e) Ressources Humaines dans le cadre d'un CDD. Missions : Soutien au département RH régional : suivi des tâches, collecte des avancements, analyse de données et support opérationnel. Assistance au responsable de département : gestion de l'agenda, organisation des déplacements et autres besoins. Prise en charge des tâches RH courantes et proposition d'améliorations sur les missions assignées. Gestion et suivi de toute autre mission ad hoc confiée par la hiérarchie.",Formation - Gestion Administrative,https://www.emploi.ma/offre-emploi-maroc/assistante-ressources-humaines-casablanca-sidi-maarouf-9318869,2026-04-18,2026-04-19T22:48:11.878070
